,,PlusMinus,PlusMinus,GameID,Seconds
,,mean,std,count,mean
player,HomeAway,,,,
Mangok Mathiang,Home,0.6666666666666666,4.041451884327381,3,74.0
MarShon Brooks,Away,-8.25,8.65544144839919,4,533.75
MarShon Brooks,Home,12.333333333333334,10.214368964029708,3,536.6666666666666
Marc Gasol,Away,-5.125,11.53326185570492,32,582.21875
Marc Gasol,Home,-3.973684210526316,10.310023572220576,38,573.0263157894736
Marco Belinelli,Away,-4.52,10.428806259586953,25,430.76
Marco Belinelli,Home,-1.9166666666666667,12.40237237707811,24,426.25
Marcus Morris,Away,-4.241379310344827,11.028065406089373,29,502.48275862068965
Marcus Morris,Home,2.6470588235294117,10.084138018303426,34,478.2352941176471
Marcus Paige,Away,-0.5,10.606601717798213,2,118.5
Marcus Paige,Home,3.0,8.888194417315589,3,85.66666666666667
Marcus Smart,Away,0.7692307692307693,10.629422156665685,26,547.3846153846154
Marcus Smart,Home,5.0606060606060606,9.232887528894313,33,541.0
Mario Chalmers,Away,-3.6666666666666665,11.428708790383306,27,352.81481481481484
Mario Chalmers,Home,0.8055555555555556,11.224512574703748,36,380.6388888888889
Mario Hezonja,Away,-3.193548387096774,10.387233686401494,31,408.5483870967742
Mario Hezonja,Home,-2.161290322580645,9.882971126112324,31,411.16129032258067
Marquis Teague,Away,-8.333333333333334,7.767453465154029,3,424.3333333333333
Marreese Speights,Away,1.6521739130434783,7.929282299588107,23,237.56521739130434
Marreese Speights,Home,-2.1052631578947367,7.773850303293195,19,195.57894736842104
Marshall Plumlee,Away,-1.5,3.109126351029605,4,145.5
Marshall Plumlee,Home,2.6666666666666665,6.3508529610858835,3,43.333333333333336
Marvin Williams,Away,-0.24242424242424243,10.57127683581288,33,454.3030303030303
Marvin Williams,Home,2.2857142857142856,13.149751571286608,35,505.0571428571429
Matt Williams Jr.,Home,5.666666666666667,4.932882862316247,3,48.0
Matthew Dellavedova,Away,-5.411764705882353,8.84631860952207,17,318.05882352941177
Matthew Dellavedova,Home,-1.1818181818181819,10.445488265668825,22,341.59090909090907
Maurice Harkless,Away,-1.1481481481481481,12.53826053358189,27,386.6666666666667
Maurice Harkless,Home,0.6551724137931034,7.489401378276244,29,438.62068965517244
Maxi Kleber,Away,-2.8333333333333335,11.415528271362902,36,322.4166666666667
Maxi Kleber,Home,-0.03125,9.05354813710999,32,314.21875
Meyers Leonard,Away,-0.8,4.872664275615255,15,126.4
Meyers Leonard,Home,-0.06666666666666667,4.605379876787995,15,162.46666666666667
Michael Beasley,Away,-3.676470588235294,8.477137124787005,34,433.55882352941177
Michael Beasley,Home,-0.2647058823529412,11.217704684815068,34,407.38235294117646
Michael Carter-Williams,Away,0.5454545454545454,6.843330244199007,22,282.1363636363636
Michael Carter-Williams,Home,-2.4761904761904763,9.362793640890775,21,277.1904761904762
Michael Kidd-Gilchrist,Away,0.03125,12.942763266309942,32,497.25
Michael Kidd-Gilchrist,Home,1.8484848484848484,11.586957139714281,33,446.1212121212121
Mike Conley,Away,-1.5,9.792854537876073,6,551.1666666666666
Mike Conley,Home,-2.8,6.648308055437865,5,469.4
Mike Muscala,Away,-1.6666666666666667,7.136040703574842,27,365.22222222222223
Mike Muscala,Home,-3.0,11.305287427107894,22,337.04545454545456
Miles Plumlee,Away,-3.125,7.344400410605643,24,325.6666666666667
Miles Plumlee,Home,-2.730769230769231,7.329707728457894,26,289.1923076923077
Mirza Teletovic,Away,-8.75,8.73212459828649,4,336.0
Mirza Teletovic,Home,-0.75,3.3040379335998353,4,254.75
Myke Henry,Away,-2.5,6.694638288823514,12,326.5833333333333
Myke Henry,Home,0.25,7.7597864477243,8,357.375
Nerlens Noel,Away,-6.428571428571429,9.889499370655615,14,261.85714285714283
Nerlens Noel,Home,0.25,8.280590668435543,12,319.5
Nick Collison,Away,0.875,7.661359446692772,8,112.625
Nick Collison,Home,-2.2,1.6431676725154984,5,81.4
Nick Young,Away,0.40425531914893614,9.997085606767962,47,273.3404255319149
Nick Young,Home,-0.7906976744186046,11.02498923341421,43,312.4418604651163
Nicolas Batum,Away,-1.04,13.195580068088457,25,617.36
Nicolas Batum,Home,-0.7241379310344828,11.928047833704923,29,557.3103448275862
Nicolas Brussino,Away,2.0,0.0,2,10.5
Nicolas Brussino,Home,13.0,,1,135.0
Nigel Hayes,Away,3.3333333333333335,3.2145502536643185,3,125.0
Nigel Hayes,Home,1.0,,1,25.0
Nikola Mirotic,Away,3.3333333333333335,6.855654600401044,9,496.22222222222223
Nikola Mirotic,Home,2.857142857142857,10.819193364338446,14,471.5
Nikola Vucevic,Away,-0.52,12.685687473159136,25,582.8
Nikola Vucevic,Home,-1.6956521739130435,12.263896691318626,23,540.0
Noah Vonleh,Away,-0.20833333333333334,8.267164840061774,24,314.5833333333333
Noah Vonleh,Home,-1.6666666666666667,10.679792648478376,24,295.2916666666667
Norman Powell,Away,-2.0,9.547330263037681,34,273.02941176470586
Norman Powell,Home,0.8108108108108109,6.903452589658138,37,267.4864864864865
OG Anunoby,Away,0.8648648648648649,11.025632161675109,37,400.94594594594594
OG Anunoby,Home,5.023809523809524,9.721708409629365,42,393.5
Okaro White,Away,-2.0,8.54400374531753,3,235.66666666666666
Okaro White,Home,-1.5,0.7071067811865476,2,225.5
Omari Johnson,Away,1.0,7.0710678118654755,2,473.0
Omari Johnson,Home,5.0,14.142135623730951,2,283.5
Omer Asik,Away,-2.0,1.4142135623730951,2,322.5
Omer Asik,Home,-14.0,,1,357.0
Omri Casspi,Away,-1.8,6.786984447804256,20,209.45
Omri Casspi,Home,1.3846153846153846,7.626673838978159,26,280.61538461538464
PJ Dozier,Away,0.0,,1,53.0
PJ Dozier,Home,-2.0,,1,0.0
Pascal Siakam,Away,3.1707317073170733,9.265264267748627,41,373.0243902439024
Pascal Siakam,Home,3.422222222222222,9.374745787799187,45,373.06666666666666
Pat Connaughton,Away,0.5263157894736842,9.59655580700916,38,318.89473684210526
Pat Connaughton,Home,1.641025641025641,10.032807183087368,39,343.8974358974359
Patrick McCaw,Away,-2.269230769230769,8.572316803794374,26,270.65384615384613
Patrick McCaw,Home,-1.4666666666666666,9.673045853915612,30,333.3333333333333
Patrick Patterson,Away,-1.9047619047619047,9.529951561849424,42,294.57142857142856
Patrick Patterson,Home,-1.2162162162162162,7.539286494147893,37,226.21621621621622
Paul George,Away,0.7317073170731707,14.193351243177036,41,679.5121951219512
Paul George,Home,3.9722222222222223,12.313723148494844,36,639.6666666666666
Paul Zipser,Away,-3.782608695652174,6.487446070815474,23,304.17391304347825
Paul Zipser,Home,-3.12,10.059489715355015,25,248.64
Quincy Pondexter,Away,-5.333333333333333,5.8826916123540425,12,138.91666666666666
Quincy Pondexter,Home,-2.3333333333333335,6.244997998398398,9,133.88888888888889
Quinn Cook,Away,-1.5909090909090908,10.26162101233844,22,354.5
Quinn Cook,Home,1.7391304347826086,7.811514760009727,23,344.2173913043478
Ramon Sessions,Away,-6.2,12.275992831539126,5,208.8
Ramon Sessions,Home,0.2857142857142857,7.5875838427939994,7,213.14285714285714
Rashad Vaughn,Away,-1.5384615384615385,2.904461643041174,13,108.84615384615384
Rashad Vaughn,Home,0.09090909090909091,7.738921700786815,11,186.36363636363637
Raymond Felton,Away,-1.0238095238095237,9.371696088360421,42,304.14285714285717
Raymond Felton,Home,-1.2432432432432432,8.95484166187148,37,260.64864864864865
Reggie Bullock,Away,-2.4814814814814814,12.762235065796425,27,525.1481481481482
Reggie Bullock,Home,2.21875,12.59988319198289,32,501.21875
Reggie Hearn,Away,2.0,,1,16.0
Reggie Hearn,Home,-3.5,0.7071067811865476,2,23.0
Reggie Jackson,Away,0.8181818181818182,11.253090003729405,22,476.09090909090907
Reggie Jackson,Home,1.1904761904761905,11.83477523073019,21,509.5238095238095
Robin Lopez,Away,-5.633333333333334,11.642618894073776,30,498.4
Robin Lopez,Home,-0.8275862068965517,13.142268138440189,29,494.8965517241379
Rodney McGruder,Away,-0.3333333333333333,11.236102527122116,9,238.11111111111111
Rodney McGruder,Home,0.9,4.863697724525606,10,218.3
Rodney Purvis,Away,-0.4,11.92895636675732,5,285.4
Rodney Purvis,Home,-4.888888888888889,10.658851303546323,9,332.22222222222223
Ron Baker,Away,1.588235294117647,8.284464553679765,17,219.23529411764707
Ron Baker,Home,2.5555555555555554,5.681353516353104,9,299.8888888888889
Russell Westbrook,Away,2.707317073170732,13.002391900029442,41,672.7073170731708
Russell Westbrook,Home,7.694444444444445,13.255337349685533,36,650.3055555555555
Ryan Arcidiacono,Away,2.6153846153846154,7.388487232833497,13,244.15384615384616
Ryan Arcidiacono,Home,-4.0,7.745966692414834,9,209.66666666666666
Salah Mejri,Away,0.25925925925925924,9.036645874491745,27,232.03703703703704
Salah Mejri,Home,0.3793103448275862,6.565134059687957,29,217.31034482758622
Scotty Hopson,Home,-10.0,,1,155.0
Sean Kilpatrick,Away,-2.0625,7.478580524850065,16,267.375
Sean Kilpatrick,Home,-1.75,6.797392548216224,12,219.08333333333334
Semi Ojeleye,Away,-4.0,7.034608324968369,36,243.16666666666666
Semi Ojeleye,Home,-1.025,8.315840614646552,40,296.575
Serge Ibaka,Away,1.1,11.952469973253999,40,515.125
Serge Ibaka,Home,5.439024390243903,11.271754034949053,41,530.8536585365854
Shabazz Muhammad,Away,3.25,9.01981944703678,8,165.75
Shabazz Muhammad,Home,-2.5,5.431390245600108,6,151.0
Shabazz Napier,Away,0.45714285714285713,9.322152166125768,35,403.2857142857143
Shabazz Napier,Home,1.8484848484848484,9.165564672052438,33,362.42424242424244
Shane Larkin,Away,-0.12903225806451613,11.149714302719063,31,249.2258064516129
Shane Larkin,Home,0.6785714285714286,9.824585832109502,28,253.21428571428572
Shaun Livingston,Away,0.17073170731707318,7.899058295215923,41,284.7560975609756
Shaun Livingston,Home,2.4146341463414633,8.602254384044038,41,316.609756097561
Shelvin Mack,Away,-0.3076923076923077,9.307069273489827,26,396.15384615384613
Shelvin Mack,Home,-1.4333333333333333,8.07586157817759,30,322.1333333333333
Stanley Johnson,Away,-3.6,10.70239115668028,35,466.4
Stanley Johnson,Home,3.75,13.249467426910948,32,526.03125
Stephen Curry,Away,5.7272727272727275,15.338417306050369,33,666.2727272727273
Stephen Curry,Home,12.0,11.61378491276638,26,623.4230769230769
Sterling Brown,Away,-1.16,7.069181942299499,25,247.52
Sterling Brown,Home,0.5185185185185185,6.908024154618868,27,232.62962962962962
Steven Adams,Away,2.15,13.115952314956209,40,598.725
Steven Adams,Home,5.9393939393939394,13.21916079489209,33,581.030303030303
Taurean Prince,Away,-4.875,7.9200734909825234,40,576.925
Taurean Prince,Home,-2.5833333333333335,13.480938924485724,36,539.5555555555555
Terrance Ferguson,Away,-2.484848484848485,10.003503174267292,33,224.3030303030303
Terrance Ferguson,Home,-0.38095238095238093,6.3362148833210385,21,211.95238095238096
Terrence Ross,Away,-2.9166666666666665,14.494251734164592,12,507.9166666666667
Terrence Ross,Home,0.0,11.180339887498949,7,417.0
Terry Rozier,Away,-2.15,10.557656111282586,40,483.15
Terry Rozier,Home,4.733333333333333,10.766952806029789,45,501.75555555555553
Thomas Bryant,Away,-3.0,3.4641016151377544,3,147.66666666666666
Thomas Bryant,Home,-0.7,3.7727090178455764,10,72.8
Thon Maker,Away,-1.3055555555555556,9.260729512900758,36,317.77777777777777
Thon Maker,Home,-0.6216216216216216,9.505411766612369,37,351.94594594594594
Tim Hardaway Jr.,Away,-5.833333333333333,11.860297916438132,24,599.875
Tim Hardaway Jr.,Home,1.3793103448275863,13.452067799368903,29,625.6551724137931
Tobias Harris,Away,-3.625,9.416971266075253,24,599.2083333333334
Tobias Harris,Home,1.2857142857142858,16.140454941366606,21,612.4761904761905
Tony Snell,Away,0.0,11.76113618339335,38,528.6578947368421
Tony Snell,Home,-0.5405405405405406,10.764124040829628,37,486.7837837837838
Travis Wear,Away,4.571428571428571,7.892129895390362,7,253.42857142857142
Travis Wear,Home,-2.5555555555555554,6.385748020222672,9,220.77777777777777
Treveon Graham,Away,-1.6551724137931034,8.702527802183871,29,282.41379310344826
Treveon Graham,Home,-0.3076923076923077,9.319953780010847,26,293.84615384615387
Trey Burke,Away,-1.5263157894736843,9.287796180727527,19,386.0
Trey Burke,Home,-1.4666666666666666,11.709987597081797,15,498.93333333333334
Troy Williams,Away,-1.375,4.808846015417836,8,317.375
Troy Williams,Home,3.2857142857142856,9.793097666456815,7,362.85714285714283
Tyler Cavanaugh,Away,-2.7142857142857144,7.329003050503234,21,238.42857142857142
Tyler Cavanaugh,Home,1.2857142857142858,10.261418191298088,14,275.14285714285717
Tyler Dorsey,Away,-2.814814814814815,8.41718497177072,27,293.6296296296296
Tyler Dorsey,Home,-3.9130434782608696,10.237689030237336,23,326.17391304347825
Tyler Ennis,Away,-0.2,7.280832803724411,20,261.8
Tyler Ennis,Home,-0.6551724137931034,8.644882309654843,29,217.9655172413793
Tyler Johnson,Away,-0.9705882352941176,9.558386113672078,34,484.1764705882353
Tyler Johnson,Home,1.4166666666666667,12.999725271822367,36,523.8888888888889
Tyler Zeller,Away,-2.066666666666667,8.43857356485821,15,263.8
Tyler Zeller,Home,0.07692307692307693,8.371196036225832,13,297.46153846153845
Tyreke Evans,Away,-3.7142857142857144,12.75987012920922,21,551.2857142857143
Tyreke Evans,Home,3.2413793103448274,11.584025862040095,29,519.5172413793103
Udonis Haslem,Away,2.6,4.037325847637271,5,68.6
Udonis Haslem,Home,-2.25,4.713203338949605,8,89.875
Vander Blue,Away,4.75,1.5,4,155.0
Vander Blue,Home,-3.0,,1,155.0
Vincent Hunter,Away,-1.0,,1,39.0
Vincent Hunter,Home,2.3333333333333335,4.163331998932265,3,25.666666666666668
Wade Baldwin IV,Away,6.2,5.585696017507576,5,278.2
Wade Baldwin IV,Home,-3.0,5.796550698475776,6,72.5
Wayne Ellington,Away,-0.9210526315789473,9.718696328288036,38,482.9736842105263
Wayne Ellington,Home,1.8611111111111112,12.08340722473302,36,472.75
Wayne Selden,Away,-4.2,12.410824768264654,15,374.1333333333333
Wayne Selden,Home,-4.111111111111111,8.079668665956172,18,316.5
Wes Iwundu,Away,-1.565217391304348,8.414414509726864,23,300.9130434782609
Wes Iwundu,Home,-2.037037037037037,7.797837380086085,27,297.6666666666667
Wesley Matthews,Away,-9.535714285714286,11.843054357214465,28,638.1785714285714
Wesley Matthews,Home,-0.23333333333333334,11.288331886581346,30,660.3333333333334
Willie Reed,Home,0.0,3.605551275463989,3,69.0
Willy Hernangomez,Away,-0.34782608695652173,6.971426720107872,23,240.3913043478261
Willy Hernangomez,Home,1.3,9.548215595211053,20,140.35
Xavier Munford,Away,-2.6666666666666665,2.3094010767585034,3,62.333333333333336
Xavier Munford,Home,-2.0,1.4142135623730951,2,5.0
Xavier Rathan-Mayes,Away,-11.0,11.0,3,460.0
Xavier Rathan-Mayes,Home,-12.5,2.1213203435596424,2,375.5
Xavier Silas,Away,1.0,,1,118.0
Yogi Ferrell,Away,-2.128205128205128,10.516101657081784,39,500.1794871794872
Yogi Ferrell,Home,3.3421052631578947,12.548880246782169,38,513.9736842105264
Zach Collins,Away,-3.129032258064516,8.293539395151187,31,282.0
Zach Collins,Home,2.7096774193548385,7.581528202972875,31,302.9032258064516
Zach LaVine,Away,-9.454545454545455,9.983622953253356,11,532.0909090909091
Zach LaVine,Home,-3.0833333333333335,14.14508159514583,12,541.75
Zaza Pachulia,Away,2.5675675675675675,11.246087073932625,37,265.56756756756755
Zaza Pachulia,Home,2.5625,9.259476401277041,32,255.125
